referral_rate,coverage,n_accepted,n_referred,selective_risk,accepted_case_error_rate,sensitivity,specificity,ppv,npv,brier_score,ece,decision_threshold,model,calibration_method
0.9,0.10009267840593142,216,1942,0.004629629629629629,0.004629629629629629,1.0,0.0,0.9953703703703703,,0.0045808044227464255,0.001877557569632593,0.5,lightgbm,dwac
0.92,0.08016682113067655,173,1985,0.0,0.0,1.0,,1.0,,3.3226938135846035e-05,0.0051355835683360995,0.5,lightgbm,dwac
0.94,0.0597775718257646,129,2029,0.0,0.0,1.0,,1.0,,1.8716932485120077e-05,0.003932291368333951,0.5,lightgbm,dwac
0.0,1.0,2158,0,0.2344763670064875,0.2344763670064875,0.8097913322632424,0.7050438596491229,0.7895148669796557,0.7306818181818182,0.15861659757940738,0.03622215284820158,0.5,lightgbm,isotonic
0.02,0.9800741427247451,2115,43,0.22742316784869976,0.22742316784869976,0.8255528255528255,0.7002237136465325,0.7899686520376176,0.7461263408820024,0.15673441535460633,0.03874994715876369,0.5,lightgbm,isotonic
0.04,0.9601482854494903,2072,86,0.222007722007722,0.222007722007722,0.8253968253968254,0.7131428571428572,0.7974172719935432,0.7490996398559424,0.15482126313210878,0.040034397366343524,0.5,lightgbm,isotonic
0.06,0.9402224281742354,2029,129,0.21931986200098572,0.21931986200098572,0.8212147134302823,0.7255813953488373,0.802675585284281,0.7490996398559424,0.1530230787468948,0.03851146033437972,0.5,lightgbm,isotonic
0.08,0.9198331788693235,1985,173,0.2136020151133501,0.2136020151133501,0.8176265270506108,0.7437425506555423,0.8133680555555556,0.7490996398559424,0.1508788500120264,0.03973173889650173,0.5,lightgbm,isotonic
0.1,0.8999073215940686,1942,216,0.20751802265705457,0.20751802265705457,0.8140569395017794,0.7628361858190709,0.8250676284941388,0.7490996398559424,0.14867017644341446,0.04122347239183759,0.5,lightgbm,isotonic
0.12,0.8799814643188137,1899,259,0.20168509741969456,0.20168509741969456,0.810172570390554,0.7819548872180451,0.8367729831144465,0.7490996398559424,0.14644497896682596,0.04236253710739593,0.5,lightgbm,isotonic
0.14,0.8600556070435589,1856,302,0.19881465517241378,0.19881465517241378,0.8050373134328358,0.7959183673469388,0.8435972629521017,0.7490996398559424,0.14447078489469728,0.04197483831691508,0.5,lightgbm,isotonic
0.16,0.840129749768304,1813,345,0.19415333701047988,0.19415333701047988,0.814218009478673,0.7941952506596306,0.8463054187192118,0.7543859649122807,0.1422079891114997,0.0416036066314769,0.5,lightgbm,isotonic
0.18,0.8202038924930491,1770,388,0.18983050847457628,0.18983050847457628,0.8267564966313763,0.786593707250342,0.8463054187192118,0.7615894039735099,0.13991223527039715,0.04126873414325122,0.5,lightgbm,isotonic
0.2,0.7998146431881371,1726,432,0.18713789107763615,0.18713789107763615,0.8372319688109162,0.7771428571428571,0.8463054187192118,0.7651195499296765,0.13772804355058138,0.04047650830051241,0.5,lightgbm,isotonic
0.22,0.7798887859128822,1683,475,0.17944147355912063,0.17944147355912063,0.8467661691542289,0.7817109144542773,0.8518518518518519,0.7748538011695907,0.1346664449982643,0.039496070978982334,0.5,lightgbm,isotonic
0.24,0.7599629286376274,1640,518,0.175,0.175,0.842374616171955,0.799396681749623,0.8608786610878661,0.7748538011695907,0.1322414807059671,0.04058169329869881,0.5,lightgbm,isotonic
0.26,0.7400370713623726,1597,561,0.1659361302442079,0.1659361302442079,0.8389121338912134,0.8268330733229329,0.8784227820372399,0.7748538011695907,0.12837750628972286,0.037342558899251636,0.5,lightgbm,isotonic
0.28,0.7201112140871178,1554,604,0.15765765765765766,0.15765765765765766,0.834941050375134,0.8534621578099839,0.8954022988505748,0.7748538011695907,0.12468387494012992,0.03979250907298475,0.5,lightgbm,isotonic
0.3,0.7001853568118629,1511,647,0.15618795499669094,0.15618795499669094,0.8400876232201533,0.8494983277591973,0.8949824970828472,0.7767584097859327,0.12296278468048606,0.03696249153762328,0.5,lightgbm,isotonic
0.32,0.6797961075069509,1467,691,0.1492842535787321,0.1492842535787321,0.8560267857142857,0.8423817863397548,0.8949824970828472,0.7885245901639344,0.1194945830106885,0.0392362267017756,0.5,lightgbm,isotonic
0.34,0.659870250231696,1424,734,0.14536516853932585,0.14536516853932585,0.8676470588235294,0.8333333333333334,0.8949824970828472,0.7936507936507936,0.11688618691656631,0.03835413073044753,0.5,lightgbm,isotonic
0.36,0.6399443929564411,1381,777,0.1397538015930485,0.1397538015930485,0.8816091954022989,0.8238747553816047,0.8949824970828472,0.8034351145038168,0.11368943321720339,0.039009124771247974,0.5,lightgbm,isotonic
0.38,0.6200185356811863,1338,820,0.13602391629297458,0.13602391629297458,0.8928987194412107,0.8121085594989561,0.8949824970828472,0.8087318087318087,0.11108866647769115,0.03849727714186891,0.5,lightgbm,isotonic
0.4,0.6000926784059314,1295,863,0.1305019305019305,0.1305019305019305,0.8891566265060241,0.8344086021505376,0.905521472392638,0.8083333333333333,0.10764320750480136,0.03786793323595312,0.5,lightgbm,isotonic
0.42,0.5801668211306765,1252,906,0.12300319488817892,0.12300319488817892,0.885286783042394,0.8622222222222222,0.9196891191709845,0.8083333333333333,0.1031427287617493,0.03547001580560164,0.5,lightgbm,isotonic
0.44,0.5597775718257646,1208,950,0.11754966887417219,0.11754966887417219,0.880674448767834,0.88558352402746,0.9314128943758574,0.8079331941544885,0.09962161240313731,0.03571338205622267,0.5,lightgbm,isotonic
